500,0.0032062636324639866,0.0004616792385394759,9.551626690746061e-05,4.9816786184818776e-05,2.9263411753276376e-05,2.571464290280314e-05,0.00025162682730770674,0.00013585203498072863,0.0004491982375376325,0.0008343698004999111,0.00025097717194867556,0.009864330291748043
625,0.003975171513027614,0.0005888435575697159,0.00011928258118806042,6.38635070235641e-05,4.056824578179254e-05,3.642947585494423e-05,0.0003397606037281177,0.00017795297834608282,0.0005589988496568468,0.0010500342757613578,0.00031102056856508576,0.013099985652499728
781,0.007516731818517047,0.000763590689058657,0.00014550156063503685,0.00011276536517673071,8.51938018092403e-05,8.042101506833675e-05,0.0006046526961856416,0.0003058115641276042,0.0006892802538695156,0.001306811968485515,0.00038109333426864065,0.017903797052524713
976,0.006185550910200002,0.0009885716300479254,0.00018175764579993455,0.0001655810141149973,0.00013364532779406947,0.00012821544801568707,0.0009027037317353174,0.0004494135090381422,0.000843275489145621,0.0016349616078283056,0.0004754576379853176,0.026073071308907736
1220,0.007804030957429309,0.0013140215389970424,0.00022840845412102303,0.0003367178681967913,0.0002948218497677123,0.0002889011217200239,0.0038469874340554934,0.0008798008379728897,0.00104105299797611,0.0020462378211643386,0.0006059079930402229,0.029102679611980056
1525,0.009656085624351161,0.0017469638102763406,0.00027894329380344693,0.0005878177849022116,0.0005343626211355398,0.00052811218811585,0.003098348239520648,0.0014646976917713612,0.0012638053378543335,0.0025505654446713556,0.0007851188247268263,0.037018196002857114
1906,0.012157491662285547,0.0023967081850225277,0.00035193020647222346,0.0012056502428921788,0.0011281452395699243,0.0011210712519558997,0.006185726685957477,0.00289568305015564,0.0015513571825894444,0.003193939274007624,0.0010265057737177067,0.03482618115165016
2382,0.015442421738530556,0.003347890477784922,0.0004449025006361411,0.0034627007766508716,0.0033133231418233534,0.0033044109881763734,0.02124276631314989,0.007947132621012943,0.0019098033367747989,0.004014925217964279,0.0013590664930746594,0.05370736457932163
2977,0.019536456891468598,0.004777814660753523,0.000540656702859061,0.009288749524525231,0.008978413684027535,0.008973504815782818,0.045239891324724474,0.02050272481782096,0.0023484783513205393,0.005005474601473126,0.0018221821103777207,0.06519588402339391
3721,0.024833451377020938,0.006982771555582684,0.0006789949205186632,0.029035949707031255,0.028224462933010525,0.028204674190945096,0.14378727806939015,0.06170085271199546,0.002900780571831597,0.006290006637573243,0.0024659951527913407,0.08746327294243707
4651,0.0317928393681844,0.01043839587105645,0.00086236662334866,0.08815615044699775,0.08592518832948472,0.08587614032957291,0.41713109281327976,0.1795194082789951,0.0036107169257269963,0.007949736383226184,0.0033755368656582297,0.11850415335761176
5813,0.039849429294980795,0.015690318469343514,0.0010580523260708512,0.2451834596436599,0.23940277921742406,0.23932766092234645,1.125005393192686,0.4855248763643462,0.004334433325405779,0.01001265131194016,0.00465046948400037,0.1523854321446912
7266,0.05131909121637758,0.025879020276276962,0.0013362946717635446,0.6730991964754851,0.6586354193480118,0.6588352866794753,2.9047117544257124,1.2942218262216318,0.005311188490494437,0.01277573212333347,0.006415926891824474,0.25634926298390265
9082,0.08432119422488742,0.04255370299021403,0.0016998847325642907,1.8465985192192926,1.8089336686664157,1.8105386628044975,7.761103338665432,3.483734938833449,0.006434003512064616,0.016386800342135962,0.008902298079596627,0.3180045551723904
11352,0.08644396918160575,0.07230099609919957,0.0021114349365234375,4.708209650857109,4.618795258658272,4.6240270137786865,20.13057844979423,8.7843291248594,0.007808974811008998,0.021165370941162113,0.012428794588361467,0.43171574388231543
14190,0.14002849838950418,0.12284307046370074,0.00267659534107555,11.424681945280593,11.219207221811466,11.231837315992875,52.91385028579019,21.308556578376077,0.009423537687821821,0.02691162716258656,0.01760452443903143,0.6482963345267556
17737,0.18942014376322427,0.214161131117079,0.0034495989481608076,28.910918474197388,28.508121384514702,28.548199044333565,145.94520751635233,54.551825020048355,0.011370235019259982,0.03418090608384874,0.02576340569390191,0.8968747986687554
22171,0.2935732092176164,0.389918395451137,0.004256044115339006,68.09800492014205,67.60413203920638,67.61091079030719,351.68494391441345,136.5198689188276,0.012127774102347237,0.04190717424665178,0.03811229978288923,1.4041364533560616
