num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio,total
500,1681,0.00012749433517456055,0.011741042137145996,0.00010001659393310547,0.0008929967880249023,0.0008047223091125488,0.0007957816123962402,0.0062964558601379395,0.0034676194190979004,0.00020122528076171875,0.0008622407913208008,0.0010611414909362793,0.00013577938079833984,0.026486515998840332
550,2397,0.00013720989227294922,0.01492077112197876,0.00010973215103149414,0.000773310661315918,0.0006904006004333496,0.0006827116012573242,0.005948781967163086,0.0035012364387512207,0.00022226572036743164,0.0009182095527648926,0.0012187957763671875,0.00012880563735961914,0.029252231121063232
605,3392,0.00015497207641601562,0.019249598185221352,0.0001197655995686849,0.0025169849395751953,0.0023874441782633466,0.0023650328318277993,0.04607582092285156,0.00999172528584798,0.00024199485778808594,0.001021305720011393,0.00146333376566569,0.00013113021850585938,0.08571910858154297
665,3124,0.0001671314239501953,0.02390162150065104,0.0001320044199625651,0.002436955769856771,0.002302805582682292,0.0023020108540852866,0.018494606018066406,0.00963417689005534,0.0002636909484863281,0.0011143684387207031,0.0016997655232747395,0.00013367335001627603,0.06258281071980794
731,3590,0.00017690658569335938,0.03197542826334635,0.00014011065165201825,0.0030198097229003906,0.0028607845306396484,0.0028456846872965498,0.024631659189860024,0.013697942097981771,0.00028506914774576825,0.0012232462565104167,0.00200041135152181,0.00014384587605794272,0.08300089836120604
804,4764,0.000194549560546875,0.044089436531066895,0.0001552104949951172,0.009790420532226562,0.009547710418701172,0.009500384330749512,0.1208418607711792,0.04188120365142822,0.0003038644790649414,0.0013316869735717773,0.0024726390838623047,0.00015223026275634766,0.24026119709014893
884,5371,0.00021350383758544922,0.05321025848388672,0.00017142295837402344,0.002537846565246582,0.0024292469024658203,0.0023981332778930664,0.014104008674621582,0.00787508487701416,0.0003293752670288086,0.001482248306274414,0.0028568506240844727,0.00016105175018310547,0.0877690315246582
972,6393,0.00023055076599121094,0.0678253173828125,0.00018548965454101562,0.009011983871459961,0.008715391159057617,0.008708357810974121,0.08612394332885742,0.04076182842254639,0.00033915042877197266,0.0016379356384277344,0.0034061670303344727,0.00017130374908447266,0.2271174192428589
1069,7787,0.0002561807632446289,0.0953984260559082,0.00020611286163330078,0.019251585006713867,0.018765807151794434,0.01879894733428955,0.16534173488616943,0.08857691287994385,0.0003820657730102539,0.0017837285995483398,0.004148960113525391,0.0001862049102783203,0.41309666633605957
1175,9848,0.0002791881561279297,0.13717269897460938,0.00022339820861816406,0.004340410232543945,0.004102230072021484,0.0040760040283203125,0.025746822357177734,0.014148473739624023,0.00037217140197753906,0.0019140243530273438,0.004933834075927734,0.00020432472229003906,0.19751358032226562
1292,12172,0.0003151893615722656,0.17753171920776367,0.0002467632293701172,0.010071992874145508,0.009691715240478516,0.009669303894042969,0.051783084869384766,0.028636455535888672,0.0003986358642578125,0.002057790756225586,0.006148576736450195,0.0002276897430419922,0.29677891731262207
1421,14881,0.00033664703369140625,0.21367764472961426,0.0002682209014892578,0.09698343276977539,0.09517717361450195,0.0953514575958252,0.844545841217041,0.44233155250549316,0.0004394054412841797,0.002354860305786133,0.0075604915618896484,0.0002560615539550781,1.7992827892303467
1563,18100,0.0003705024719238281,0.29852914810180664,0.00029730796813964844,0.029998302459716797,0.029407978057861328,0.02954411506652832,0.3031740188598633,0.1722099781036377,0.00047707557678222656,0.0025038719177246094,0.008947134017944336,0.00029087066650390625,0.8757503032684326
1719,18737,0.0004162788391113281,0.28531885147094727,0.00032210350036621094,0.20854759216308594,0.20208382606506348,0.20238423347473145,1.7252287864685059,0.9499220848083496,0.0005145072937011719,0.002811431884765625,0.009383916854858398,0.0002925395965576172,3.587226152420044
1890,24238,0.00046133995056152344,0.4111926555633545,0.0003476142883300781,0.33257317543029785,0.3270571231842041,0.32729315757751465,2.8005003929138184,1.4088287353515625,0.0005619525909423828,0.0030968189239501953,0.011940956115722656,0.00035071372985839844,5.624204635620117
2079,30115,0.0005075931549072266,0.5867023468017578,0.0003814697265625,0.4291648864746094,0.4207592010498047,0.42078638076782227,3.521042585372925,1.8966686725616455,0.0006194114685058594,0.0033981800079345703,0.014665842056274414,0.00040912628173828125,7.295105695724487
