num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio,total
500,403,0.00014019012451171878,0.0028952121734619144,0.00010671615600585938,0.022426605224609375,0.021854591369628907,0.021846866607666014,0.10704779624938966,0.04846897125244141,0.00036463737487792965,0.0008814811706542968,0.0005624771118164063,0.00013628005981445313,0.2267318248748779
550,430,0.00015268325805664062,0.0035017967224121095,0.00011429786682128906,0.03299202919006348,0.03231234550476074,0.032311534881591795,0.15704765319824215,0.07078828811645507,0.0004048347473144531,0.0009495258331298829,0.0006229400634765625,0.00012865066528320313,0.33132658004760746
605,387,0.0001667022705078125,0.004171514511108398,0.00012502670288085937,0.04611096382141114,0.04513869285583496,0.04530773162841797,0.2159156322479248,0.09698152542114258,0.00042777061462402345,0.001052999496459961,0.0007086753845214844,0.00013523101806640626,0.45624246597290036
665,476,0.00018658638000488282,0.005076408386230469,0.00013937950134277344,0.05032038688659668,0.049362802505493165,0.049500036239624026,0.23787546157836914,0.10746059417724609,0.0004992485046386719,0.00130462646484375,0.0008854866027832031,0.00014472007751464844,0.5027557373046875
731,860,0.00019440650939941406,0.007326078414916993,0.00014748573303222657,0.0896503448486328,0.08803000450134277,0.08807597160339356,0.41475634574890136,0.19056363105773924,0.0005160331726074219,0.0012711524963378907,0.0009886264801025391,0.00014967918395996093,0.8816697597503661
804,811,0.00021619796752929686,0.008407974243164062,0.00016126632690429687,0.1273017406463623,0.12494773864746095,0.12496452331542968,0.6200363159179688,0.26425514221191404,0.000533294677734375,0.001409769058227539,0.001125669479370117,0.00015745162963867187,1.2735170841217045
884,1247,0.0002307891845703125,0.010859012603759766,0.0001769542694091797,0.1753039360046387,0.1717125415802002,0.17200403213500978,0.8808536052703858,0.3672057151794434,0.0005755424499511719,0.001531839370727539,0.0013038158416748046,0.0001694202423095703,1.7819272041320802
972,1158,0.00025010108947753906,0.013165950775146486,0.00019311904907226562,0.256525182723999,0.25174798965454104,0.25208625793457035,1.2042932510375977,0.5710248947143555,0.0006268024444580078,0.0016952037811279299,0.0015360832214355467,0.00017647743225097657,2.5533213138580324
1069,1643,0.0002741813659667969,0.014658069610595703,0.00021114349365234376,0.32557311058044436,0.3238049507141113,0.32085604667663575,1.520255708694458,0.669360065460205,0.0006901264190673828,0.0018772602081298829,0.0017122268676757813,0.00017704963684082032,3.1794499397277827
1175,1940,0.00032973289489746094,0.021151208877563474,0.00025639533996582033,0.44455008506774896,0.4365530014038086,0.437039852142334,2.111367511749268,0.9672128677368164,0.0007523536682128907,0.002182912826538086,0.002115821838378906,0.00019841194152832032,4.42371015548706
1292,2492,0.0003460884094238281,0.027904701232910157,0.00027337074279785154,0.6306919097900391,0.6207584381103515,0.6258201599121094,3.0348418235778807,1.368606948852539,0.0007914066314697265,0.0023016929626464844,0.0026370048522949222,0.00020689964294433593,6.315180444717407
1421,2835,0.000388193130493164,0.03704962730407715,0.00029315948486328123,0.8273729801177978,0.8227639198303223,0.8098570346832277,4.06952486038208,1.8504125118255614,0.0008725643157958985,0.002532672882080078,0.0030390739440917967,0.00022115707397460938,8.424327754974364
1563,3224,0.00045270919799804686,0.043245029449462895,0.0003423213958740234,1.0767950057983398,1.065456771850586,1.0675607204437256,5.734408426284791,2.372555160522461,0.0009278297424316406,0.002798223495483398,0.0034443378448486325,0.00024847984313964845,11.368235015869143
1719,3496,0.0004639625549316406,0.05813274383544922,0.00039701461791992183,1.4400890350341795,1.4058479785919191,1.4072999954223633,7.359801864624023,3.2718045234680178,0.001009082794189453,0.003100728988647461,0.004061508178710938,0.0002556324005126953,14.952264070510864
1890,4472,0.00048189163208007814,0.06308350563049317,0.00037822723388671877,1.8242458343505858,1.7961391448974608,1.793512439727783,9.615906047821046,4.272941732406617,0.0010670661926269532,0.0034097671508789063,0.004708003997802734,0.00027065277099609376,19.376144313812254
2079,5578,0.000522613525390625,0.09419975280761718,0.0004131793975830078,2.377980279922485,2.336032247543335,2.3459275722503663,13.129738235473633,5.767989444732666,0.0011734485626220704,0.0037719249725341798,0.005687618255615234,0.0002997398376464844,26.063736057281492
