function,time
false_avg_degree,0.07883331179618835
average_clustering,0.051281318068504333
density,0.001842588186264038
average_shortest_path_length,2.614132508635521
diameter,2.5664113461971283
radius,2.5634908080101013
node_connectivity,10.902955412864685
edge_connectivity,4.889216393232346
real_avg_degree,0.006892070174217224
edge_cut,0.0177498459815979
