function,time
false_avg_degree,0.011939115072848522
average_clustering,0.0010453102856698114
density,0.00018950467984351886
average_shortest_path_length,0.00020259371876011226
diameter,0.00016816410087269436
radius,0.00016327440385987776
node_connectivity,0.0010853434455465284
edge_connectivity,0.000532635570277829
real_avg_degree,0.0008518046881320216
edge_cut,0.001719979844855134
