function,time
false_avg_degree,0.04662516003563291
average_clustering,0.030968030293782547
density,0.0015300909678141275
average_shortest_path_length,1.0108081613268172
diameter,0.9894310406276157
radius,0.9897890090942383
node_connectivity,4.332913194383893
edge_connectivity,1.9272831621624178
real_avg_degree,0.005781321298508417
edge_cut,0.01433358873639788
