num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio,total
250,56,8.944364694448617e-05,0.00039559144240159256,5.4891292865459735e-05,5.5184731116661657e-05,2.9123746431790864e-05,2.4593793428861173e-05,0.00026691876924954925,0.0001423175518329327,0.00014358300429124097,0.00039682021507850057,0.0001859114720271184,0.0003920151637150691,0.0021763948293832634
500,196,0.00015175342559814456,0.0009749730428059896,9.485085805257162e-05,0.00024386246999104819,0.00020325183868408203,0.00019292036692301434,0.0013135274251302083,0.000643293062845866,0.00021437803904215497,0.000775615374247233,0.0003052155176798503,0.00013271967569986978,0.005246361096700034
750,438,0.00020706653594970703,0.0018597841262817383,0.00013893842697143555,0.001083970069885254,0.0010060667991638184,0.0009993314743041992,0.005397140979766846,0.0026514530181884766,0.0002759099006652832,0.0011617541313171387,0.00046706199645996094,0.0001342296600341797,0.015382707118988037
1000,808,0.00027187665303548175,0.0032405058542887373,0.00018175443013509115,0.004453579584757487,0.004316568374633789,0.004298051198323567,0.022147178649902344,0.009897788365681965,0.0003578662872314453,0.001561721165974935,0.0006605784098307292,0.0001372496287027995,0.05152471860249836
1250,1308,0.00032579898834228516,0.00489962100982666,0.00022745132446289062,0.009406685829162598,0.009143233299255371,0.009141683578491211,0.04295766353607178,0.02025139331817627,0.0004241466522216797,0.001943349838256836,0.0009092092514038086,0.00014257431030273438,0.09977281093597412
1500,1832,0.00037217140197753906,0.006940722465515137,0.0002611875534057617,0.035736918449401855,0.03493821620941162,0.035003662109375,0.1612699031829834,0.0739668607711792,0.0004891157150268555,0.0023185014724731445,0.0011494159698486328,0.00015234947204589844,0.35259902477264404
1750,2352,0.0004582405090332031,0.008525371551513672,0.0003020763397216797,0.08608508110046387,0.08449840545654297,0.08440399169921875,0.4712862968444824,0.19495487213134766,0.0004875659942626953,0.002652406692504883,0.0014002323150634766,0.00015544891357421875,0.9352099895477295
2000,3248,0.0005438327789306641,0.012222766876220703,0.00034117698669433594,0.3138124942779541,0.30861473083496094,0.30863022804260254,1.437497854232788,0.6596543788909912,0.0005412101745605469,0.003027677536010742,0.0018761157989501953,0.00016069412231445312,3.0469231605529785
2250,4218,0.000576019287109375,0.015198945999145508,0.00038242340087890625,0.6690640449523926,0.6559882164001465,0.6567001342773438,3.025273084640503,1.362736463546753,0.0005977153778076172,0.003407001495361328,0.002355813980102539,0.00017213821411132812,6.392452001571655
2500,5048,0.0006339550018310547,0.019183874130249023,0.00042557716369628906,0.8955056667327881,0.877626895904541,0.8787932395935059,4.053341388702393,1.8188393115997314,0.0006566047668457031,0.003824949264526367,0.002789020538330078,0.00018143653869628906,8.551801919937134
2750,6136,0.0007462501525878906,0.02373957633972168,0.00046515464782714844,1.442072868347168,1.4162003993988037,1.4175090789794922,6.516024351119995,2.8772950172424316,0.0007021427154541016,0.004225969314575195,0.0032558441162109375,0.00018858909606933594,13.702425241470337
3000,7328,0.0008497238159179688,0.0281984806060791,0.0005085468292236328,1.8949496746063232,1.8619968891143799,1.86372971534729,8.838796615600586,3.7903292179107666,0.0007781982421875,0.004618406295776367,0.003814220428466797,0.000202178955078125,18.288771867752075
3250,8644,0.0009014606475830078,0.033933401107788086,0.0005526542663574219,2.706803321838379,2.662529468536377,2.6664090156555176,12.487765073776245,5.510766267776489,0.0008249282836914062,0.005052089691162109,0.004360675811767578,0.0002117156982421875,26.0801100730896
