num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio,total
500,482,0.0001305103302001953,0.0027078628540039063,0.00010499954223632812,0.0018582820892333982,0.0017446994781494143,0.0017293453216552736,0.009453535079956055,0.0050733089447021484,0.00037193298339843745,0.0009100914001464843,0.0005484580993652344,0.00011615753173828126,0.024749183654785154
550,719,0.00014400482177734375,0.0034005165100097655,0.00011572837829589843,0.0038146495819091804,0.0036450862884521477,0.003632545471191406,0.02031559944152832,0.010329055786132812,0.000418710708618164,0.0009962081909179689,0.0006465911865234375,0.00011029243469238282,0.047568988800048825
605,868,0.00015621185302734373,0.0032845020294189455,0.0001265525817871094,0.002063894271850586,0.001954174041748047,0.0019431114196777344,0.012541437149047853,0.006214666366577148,0.00045509338378906243,0.0010833740234375,0.0006665706634521484,0.00011854171752929689,0.030608129501342778
665,1095,0.00017223358154296877,0.0054590702056884766,0.00013918876647949218,0.010536003112792968,0.010247135162353517,0.010236406326293945,0.055111694335937496,0.02859115600585938,0.0004985809326171876,0.001217222213745117,0.0008644104003906251,0.00011496543884277345,0.12318806648254395
731,1064,0.00018591880798339845,0.006117582321166992,0.00015115737915039062,0.01047205924987793,0.010166835784912108,0.010179471969604493,0.0814962387084961,0.029876661300659177,0.0005290985107421875,0.0013366222381591799,0.0009378910064697266,0.00012035369873046874,0.15156989097595214
804,1188,0.00020499229431152345,0.007475852966308593,0.00016565322875976564,0.01986246109008789,0.019378042221069338,0.019371175765991216,0.0987605571746826,0.05195198059082032,0.00058135986328125,0.0014796733856201174,0.0010834217071533205,0.00012984275817871092,0.22044501304626463
884,1968,0.00022735595703125,0.010877227783203125,0.00018672943115234376,0.031159257888793944,0.030523729324340818,0.030524778366088866,0.15994830131530763,0.08547892570495605,0.0006215572357177734,0.001636219024658203,0.0012705802917480468,0.000128936767578125,0.3525835990905762
972,2041,0.00024862289428710936,0.012592697143554689,0.00020508766174316407,0.0501288890838623,0.04911174774169921,0.049164199829101564,0.25179657936096195,0.13192453384399414,0.0006671428680419921,0.0017898082733154297,0.0014490604400634766,0.00013136863708496094,0.54920973777771
1069,2381,0.0002720355987548828,0.014928245544433595,0.00022563934326171874,0.07040042877197265,0.06904726028442383,0.06906843185424805,0.39010329246520997,0.19158649444580078,0.0007431983947753906,0.0020054340362548827,0.0016631126403808592,0.00013341903686523438,0.8101769924163819
1175,2750,0.00030093193054199214,0.019496679306030273,0.0002539634704589844,0.1001661777496338,0.09854650497436523,0.09851837158203125,0.5332411766052245,0.26847338676452637,0.0007719516754150391,0.002178764343261719,0.0018736839294433592,0.00014061927795410158,1.1239622116088865
1292,4051,0.0003325462341308594,0.02490696907043457,0.0002854824066162109,0.14549040794372559,0.14314866065979004,0.14338717460632325,0.7742322444915771,0.40052571296691897,0.0007590293884277344,0.0023737430572509763,0.0022557735443115234,0.00015463829040527342,1.637852382659912
1421,4304,0.00036134719848632816,0.03368878364562988,0.0003071308135986328,0.19874024391174316,0.19560799598693848,0.19577527046203613,1.0390847206115723,0.5614331245422363,0.0008004188537597656,0.002608060836791992,0.002604150772094726,0.0001574993133544922,2.2311687469482417
1563,5359,0.00039591789245605467,0.04028983116149902,0.0003406524658203125,0.26305108070373534,0.259100866317749,0.25940556526184083,1.3907395362854005,0.7574024200439453,0.0008594512939453125,0.0028669357299804686,0.0029784202575683593,0.00016469955444335936,2.9775953769683845
1719,6653,0.0004405975341796875,0.055044269561767584,0.00038232803344726566,0.37444324493408204,0.3698624134063721,0.36785712242126467,2.0239370822906495,1.1277374744415285,0.0009492397308349611,0.00314183235168457,0.0036044597625732424,0.00018181800842285154,4.327581882476807
1890,7373,0.0004898548126220703,0.06401805877685546,0.0004275798797607422,0.5005847454071044,0.4929104804992676,0.49259023666381835,2.787562847137451,1.4905579566955565,0.0009949684143066406,0.0034729957580566405,0.004170036315917968,0.00018906593322753906,5.837968826293944
2079,9865,0.0005566596984863282,0.09264593124389649,0.0004966735839843751,0.692087459564209,0.6823940277099609,0.6856935501098633,4.515576648712158,2.284606599807739,0.0010899066925048827,0.0038287162780761717,0.005190753936767578,0.0002197265625,8.964386653900146
2286,10964,0.0006643295288085938,0.11791181564331055,0.0005985260009765625,0.9186009407043457,0.9077440738677979,0.9015573978424072,6.776180362701416,3.251008605957031,0.0011653900146484375,0.004212188720703125,0.006165456771850586,0.0002358436584472656,12.886044931411744
2514,12971,0.000771939754486084,0.14693260192871094,0.0006467700004577637,1.2009032368659973,1.1823644638061523,1.1819975972175598,9.396759629249573,4.859027087688446,0.0012728571891784668,0.0046555399894714355,0.00720900297164917,0.0002554655075073242,17.98279619216919
2765,16901,0.0008797049522399902,0.1924160122871399,0.0007137060165405273,1.6932106614112854,1.6692628264427185,1.6700462102890015,13.583472669124603,7.7017897963523865,0.0013594627380371094,0.005124926567077637,0.008522391319274902,0.0002942681312561035,26.52709263563156
3041,18882,0.0010104179382324219,0.24353806177775064,0.0007766087849934897,2.189218044281006,2.1583967208862305,2.1613694032033286,18.138921976089478,10.539635260899862,0.0014408429463704429,0.005632956822713216,0.009942611058553059,0.0003250439961751302,35.45020794868471
3345,21534,0.0011345545450846355,0.3322594960530599,0.0008724530537923179,3.298547347386678,3.259911060333252,3.295601924260457,27.496004501978554,16.051269054412842,0.001507679621378581,0.006243467330932617,0.012026548385620119,0.0003818670908610027,53.75575995445251
3679,28092,0.0012791951497395835,0.42940211296081543,0.0009742577870686848,4.4914218584696455,4.452349106470744,4.547210693359375,37.246439695358276,22.091607411702476,0.0016440550486246748,0.006795247395833334,0.014101028442382812,0.00043304761250813806,73.28365770975749
4046,34270,0.0014629364013671875,0.5439399480819702,0.0010939836502075195,5.8764036893844604,5.832593083381653,5.861565351486206,49.67844355106354,30.260496616363525,0.0017800331115722656,0.007566571235656738,0.0167924165725708,0.00044357776641845703,98.08258175849915
4450,45555,0.001564621925354004,0.7867648601531982,0.0011957883834838867,8.754053115844727,8.900665998458862,8.589872360229492,73.3056548833847,45.097532629966736,0.0019224882125854492,0.0082930326461792,0.020464301109313965,0.0020928382873535156,145.470076918602
4895,53103,0.0017309188842773438,0.9370242357254028,0.001301884651184082,11.297391295433044,11.179800510406494,11.179396033287048,97.2926676273346,59.79173004627228,0.0020552873611450195,0.009024858474731445,0.02367222309112549,0.032111525535583496,191.7479064464569
5384,61029,0.001943349838256836,1.254317283630371,0.0014890432357788086,15.718593955039978,15.635078310966492,15.469612717628479,135.673073887825,85.421058177948,0.0021649599075317383,0.010061979293823242,0.0288010835647583,0.007792472839355469,269.22398722171783
5922,74632,0.0018985271453857422,1.6483135223388672,0.00153350830078125,20.826438188552856,20.839289903640747,20.85912823677063,182.8616533279419,113.23750114440918,0.002020120620727539,0.010485410690307617,0.03381681442260742,0.005457878112792969,360.3275365829468
6514,85908,0.0021314620971679688,1.9302937984466553,0.001775979995727539,27.872432708740234,27.81690502166748,27.795949697494507,247.96794390678406,152.6551113128662,0.0021479129791259766,0.011486291885375977,0.03783249855041504,0.007349252700805664,486.10135984420776
7165,109157,0.0022339820861816406,2.7695679664611816,0.0018458366394042969,35.31577706336975,35.17341923713684,35.19058847427368,344.9322385787964,215.56957626342773,0.00228118896484375,0.01245880126953125,0.0472559928894043,0.007892608642578125,669.0251359939575
7881,132836,0.0024259090423583984,3.711566925048828,0.0019795894622802734,48.8064079284668,48.16019415855408,48.12372374534607,477.6142840385437,302.0962679386139,0.0024929046630859375,0.0136260986328125,0.05672097206115723,0.01176309585571289,928.6014533042908
8669,164636,0.0027267932891845703,5.0483715534210205,0.0021843910217285156,62.84757709503174,62.26724982261658,62.23605418205261,664.9237186908722,430.0244674682617,0.0026509761810302734,0.014878273010253906,0.06873488426208496,0.0008206367492675781,1287.4394347667694
9535,189290,0.0028541088104248047,6.022977590560913,0.0023398399353027344,80.40681171417236,80.3060531616211,80.07967686653137,864.3846571445465,547.6860210895538,0.0028760433197021484,0.016310691833496094,0.08171248435974121,0.004778623580932617,1658.9970693588257
10488,237941,0.0030736923217773438,8.733085870742798,0.002472400665283203,109.65768766403198,109.22273755073547,109.14321041107178,1220.7025756835938,767.0834910869598,0.003102540969848633,0.01762986183166504,0.09930706024169922,0.0009837150573730469,2324.6693575382233
11536,283259,0.003446817398071289,10.833794116973877,0.0028052330017089844,134.6188473701477,134.27510237693787,134.33763551712036,1554.0086514949799,973.849143743515,0.003335237503051758,0.0188906192779541,0.11123132705688477,0.0015420913696289062,2942.064425945282
